CGKG_ID	Uniprot_ID	GEM_ID	InterPro	KEGG_ID	CGL_RS_ID	NCgl_ID	Cgl_ID	cg_ID	CoryneRegNet_ID	Gene_Name	Gene_Type	EC_Number	Genome_Info
CGKG_G02617	Q8NMF2			Cgl2625	CGL_RS13105	NCgl2536	Cgl2625	cg2908			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003863057.1', 'Product': 'membrane protein', 'Start': '2794327', 'End': '2794816', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601826.1', 'Product': 'hypothetical protein', 'Start': '2794327', 'End': '2794816', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00019.1', 'Product': 'Hypothetical protein', 'Start': '2794300', 'End': '2794816', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21287.1', 'Product': 'putative membrane protein', 'Start': '2767635', 'End': '2768124', 'Strand': '+'}]"
CGKG_G02618	Q8NMF1	Cgl2626	IPR003337#IPR023214	Cgl2626	CGL_RS13110	NCgl2537	Cgl2626	cg2909		otsB	Enzyme	3.1.3.12	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003863055.1', 'Product': 'trehalose-phosphatase', 'Start': '2794870', 'End': '2795641', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601827.1', 'Product': 'trehalose-6-phosphatase', 'Start': '2794870', 'End': '2795641', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00020.1', 'Product': 'Trehalose-6-phosphatase', 'Start': '2794870', 'End': '2795641', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21288.1', 'Product': 'TREHALOSE PHOSPHATASE', 'Start': '2768178', 'End': '2768949', 'Strand': '+'}]"
CGKG_G02619	Q8NMF0		IPR000843#IPR010982#IPR028082;PDB:3H5T	Cgl2627	CGL_RS13115	NCgl2538	Cgl2627	cg2910		ipsA	TF		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015259.1', 'Product': 'LacI family DNA-binding transcriptional regulator', 'Start': '2795673', 'End': '2796756', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601828.1', 'Product': 'transcriptional regulator', 'Start': '2795673', 'End': '2796756', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00021.1', 'Product': 'Transcriptional regulators', 'Start': '2795673', 'End': '2796750', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21289.1', 'Product': 'Transcriptional regulator, LacI family', 'Start': '2768981', 'End': '2770064', 'Strand': '-'}]"
CGKG_G02620	Q8NME9	Cgl2628	IPR006127#IPR006128#IPR006129	Cgl2628	CGL_RS13120	NCgl2539	Cgl2628	cg2911			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015260.1', 'Product': 'metal ABC transporter solute-binding protein', 'Start': '2796856', 'End': '2797810', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601829.1', 'Product': 'ABC-type transporter, periplasmic component', 'Start': '2796856', 'End': '2797810', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00022.1', 'Product': 'ABC-type transporter, periplasmic component', 'Start': '2796865', 'End': '2797810', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21290.1', 'Product': 'ABC-type Mn/Zn transport system, secreted Mn/Zn-binding (lipo)protein (surface adhesin)', 'Start': '2770173', 'End': '2771118', 'Strand': '+'}]"
CGKG_G02621	Q8NME8	Cgl2629	IPR003439#IPR003593#IPR027417	Cgl2629	CGL_RS13125	NCgl2540	Cgl2629	cg2912			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015261.1', 'Product': 'metal ABC transporter ATP-binding protein', 'Start': '2797820', 'End': '2798513', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601830.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '2797820', 'End': '2798513', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00023.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '2797820', 'End': '2798513', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21291.1', 'Product': 'ABC-type cobalamin/Fe3+-siderophores transport system, ATPase component', 'Start': '2771128', 'End': '2771821', 'Strand': '+'}]"
CGKG_G02622	Q8NME7	Cgl2630	IPR001626#IPR029022	Cgl2630	CGL_RS13130	NCgl2541	Cgl2630	cg2913			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015262.1', 'Product': 'metal ABC transporter permease', 'Start': '2798513', 'End': '2799395', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601831.1', 'Product': 'ABC-type transporter, permease component', 'Start': '2798513', 'End': '2799395', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00024.1', 'Product': 'ABC-type transporter, permease components', 'Start': '2798837', 'End': '2799395', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21292.1', 'Product': 'ABC-type Mn2+/Zn2+ transport system, permease component', 'Start': '2771821', 'End': '2772703', 'Strand': '+'}]"
CGKG_G02623	Q8NL32			Cgl2631	CGL_RS13135	NCgl2542	Cgl2631				Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011013842.1', 'Product': 'integrase core domain-containing protein', 'Start': '2799592', 'End': '2801038', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601832.1', 'Product': 'predicted transposase', 'Start': '2799592', 'End': '2801038', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00025.1', 'Product': 'Predicted transposase', 'Start': '2799535', 'End': '2801038', 'Strand': '+'}]"
CGKG_G02624	Q8NME5		IPR003953#IPR013027#IPR027477	Cgl2633	CGL_RS13145	NCgl2544	Cgl2633	cg2916		ksdD	Enzyme	1.1.1.-#1.3.99.4	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015264.1', 'Product': 'FAD-dependent oxidoreductase', 'Start': '2801555', 'End': '2803247', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601833.1', 'Product': '3-ketosteroid 1-dehydrogenase', 'Start': '2801555', 'End': '2803247', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00027.1', 'Product': 'Succinate dehydrogenase/fumarate reductase, flavoprotein subunits', 'Start': '2801555', 'End': '2803247', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21295.1', 'Product': '3-KETOSTEROID-1-DEHYDROGENASE', 'Start': '2774863', 'End': '2776555', 'Strand': '-'}]"
CGKG_G02625	Q8NME4		IPR013022	Cgl2634	CGL_RS13150	NCgl2545	Cgl2634	cg2917			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015265.1', 'Product': 'TIM barrel protein', 'Start': '2803247', 'End': '2803997', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601834.1', 'Product': 'hypothetical protein', 'Start': '2803247', 'End': '2803997', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00028.1', 'Product': 'Hypothetical protein', 'Start': '2803247', 'End': '2803997', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21296.1', 'Product': 'conserved hypothetical protein', 'Start': '2776555', 'End': '2777305', 'Strand': '-'}]"
CGKG_G02626	Q8NME3		IPR004104	Cgl2635	CGL_RS13155	NCgl2546	Cgl2635	cg2918			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015266.1', 'Product': 'Gfo/Idh/MocA family oxidoreductase', 'Start': '2804071', 'End': '2804692', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601835.1', 'Product': 'hypothetical protein', 'Start': '2804071', 'End': '2804692', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00029.1', 'Product': 'Predicted dehydrogenases and related proteins', 'Start': '2804071', 'End': '2804692', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21297.1', 'Product': 'Predicted dehydrogenase or related protein', 'Start': '2777379', 'End': '2778000', 'Strand': '-'}]"
CGKG_G02627	Q8NME2		IPR000683#IPR016040	Cgl2636	CGL_RS13160	NCgl2547	Cgl2636	cg2919			Enzyme	1.1.1.18	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015267.1', 'Product': 'Gfo/Idh/MocA family oxidoreductase', 'Start': '2804673', 'End': '2805111', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601836.1', 'Product': 'hypothetical protein', 'Start': '2804673', 'End': '2805111', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00030.1', 'Product': 'Predicted dehydrogenases and related proteins', 'Start': '2804673', 'End': '2805111', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21298.1', 'Product': 'putative oxidoreductase', 'Start': '2777981', 'End': '2778419', 'Strand': '-'}]"
CGKG_G02628	Q8NME1		IPR005828#IPR005829#IPR016196#IPR020846	Cgl2637	CGL_RS15735	NCgl2548	Cgl2637	cg2920			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015268.1', 'Product': 'MFS transporter', 'Start': '2805110', 'End': '2805968', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601837.1', 'Product': 'hypothetical protein', 'Start': '2805110', 'End': '2805968', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00031.1', 'Product': 'Permeases of the major facilitator superfamily', 'Start': '2805110', 'End': '2805968', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21299.1', 'Product': 'Permease of the major facilitator superfamily', 'Start': '2778418', 'End': '2779276', 'Strand': '-'}]"
CGKG_G02629	Q8NME0		IPR005828#IPR016196#IPR020846	Cgl2638	CGL_RS15740	NCgl2549	Cgl2638	cg2921			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015269.1', 'Product': 'MFS transporter', 'Start': '2806013', 'End': '2806442', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601838.1', 'Product': 'hypothetical protein', 'Start': '2806013', 'End': '2806442', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00032.1', 'Product': 'Permeases of the major facilitator superfamily', 'Start': '2806013', 'End': '2806442', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21300.1', 'Product': 'Permease of the major facilitator superfamily', 'Start': '2779321', 'End': '2779750', 'Strand': '-'}]"
CGKG_G02630	Q8NMD9		IPR011991#IPR014757#IPR029016	Cgl2639	CGL_RS13170	NCgl2550	Cgl2639	cg2922			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015270.1', 'Product': 'IclR family transcriptional regulator', 'Start': '2806596', 'End': '2807253', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601839.2', 'Product': 'transcriptional regulator', 'Start': '2806596', 'End': '2807253', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00033.1', 'Product': 'Transcriptional regulator', 'Start': '2806596', 'End': '2807253', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21301.1', 'Product': 'Bacterial regulatory proteins, IclR family', 'Start': '2779904', 'End': '2780561', 'Strand': '-'}]"
CGKG_G02631	Q8NMD8		IPR001537#IPR004441#IPR013123#IPR029026#IPR029028#IPR029064	Cgl2640	CGL_RS13175	NCgl2551	Cgl2640	cg2923		rlmB	Gene	2.1.1.-	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003863034.1', 'Product': '23S rRNA (guanosine(2251)-2-O)-methyltransferase RlmB', 'Start': '2807423', 'End': '2808365', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601840.1', 'Product': 'rRNA methylase', 'Start': '2807423', 'End': '2808365', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00034.1', 'Product': 'rRNA methylases', 'Start': '2807423', 'End': '2808365', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21302.1', 'Product': 'PUTATIVE RRNA METHYLTRANSFERASE TRMH FAMILY', 'Start': '2780731', 'End': '2781673', 'Strand': '-'}]"
CGKG_G02632	Q8NMD7	Cgl2641	IPR009080#IPR014729#IPR015273#IPR015803#IPR024909	Cgl2641	CGL_RS13180	NCgl2552	Cgl2641	cg2924		cysS#cysS1	Enzyme	6.1.1.16	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015271.1', 'Product': 'cysteine--tRNA ligase', 'Start': '2808396', 'End': '2809779', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601841.1', 'Product': 'cysteinyl-tRNA synthetase', 'Start': '2808396', 'End': '2809779', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00035.1', 'Product': 'Cysteinyl-tRNA synthetase', 'Start': '2808396', 'End': '2809779', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21303.1', 'Product': 'CYSTEINE TRNA SYNTHETASE', 'Start': '2781704', 'End': '2783087', 'Strand': '-'}]"
CGKG_G02633	Q8NMD6		IPR001127#IPR001996#IPR003352#IPR010973#IPR011055#IPR013013#IPR018113	Cgl2642	CGL_RS13185	NCgl2553	Cgl2642	cg2925		ptsS	Enzyme	2.7.1.191	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015272.1', 'Product': 'sucrose-specific PTS transporter subunit IIBC', 'Start': '2809821', 'End': '2811807', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601842.1', 'Product': 'phosphotransferase system IIC component', 'Start': '2809821', 'End': '2811807', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00036.1', 'Product': 'Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific', 'Start': '2809821', 'End': '2811807', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21304.1', 'Product': 'ENZYME II SUCROSE PROTEIN', 'Start': '2783129', 'End': '2785115', 'Strand': '-'}]"
CGKG_G02634	Q8NMD5	Cgl2643	IPR001362#IPR013148#IPR018053#IPR023296	Cgl2643	CGL_RS13190	NCgl2554	Cgl2643	cg2927		scrB	Enzyme	3.2.1.26	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015273.1', 'Product': 'sucrose-6-phosphate hydrolase', 'Start': '2811957', 'End': '2813259', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601843.2', 'Product': 'beta-fructosidase', 'Start': '2811957', 'End': '2813259', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00037.1', 'Product': 'Beta-fructosidases (levanase/invertase)', 'Start': '2811957', 'End': '2813259', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21305.1', 'Product': 'PUTATIVE SUCROSE-6-PHOSPHATE HYDROLASE', 'Start': '2785265', 'End': '2786567', 'Strand': '-'}]"
CGKG_G02635	Q8NMD4	Cgl2644	IPR004547#IPR006148	Cgl2644	CGL_RS13195	NCgl2555	Cgl2644	cg2928		nagB	Enzyme	3.5.99.6	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015274.1', 'Product': 'glucosamine-6-phosphate deaminase', 'Start': '2813276', 'End': '2814038', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601844.1', 'Product': 'glucosamine-6-phosphate isomerase', 'Start': '2813276', 'End': '2814038', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00038.1', 'Product': '6-phosphogluconolactonase/Glucosamine-6- phosphate isomerase/deaminase', 'Start': '2813276', 'End': '2814038', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21306.1', 'Product': 'N-ACETYLGLUCOSAMINE-6-PHOSPHATE ISOMERASE', 'Start': '2786584', 'End': '2787346', 'Strand': '-'}]"
CGKG_G02636	Q8NMD3	Cgl2645	IPR006680	Cgl2645	CGL_RS13200	NCgl2556	Cgl2645	cg2929		nagA1	Enzyme	3.5.1.25	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265984.1', 'Product': 'N-acetylglucosamine-6-phosphate deacetylase', 'Start': '2814078', 'End': '2815245', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601845.2', 'Product': 'N-acetylglucosamine-6-phosphate deacetylase', 'Start': '2814078', 'End': '2815233', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00039.1', 'Product': 'N-acetylglucosamine-6-phosphate deacetylase', 'Start': '2814078', 'End': '2815233', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21307.1', 'Product': 'PROBABLE N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE', 'Start': '2787386', 'End': '2788553', 'Strand': '-'}]"
CGKG_G02637	Q8NMD2	Cgl2646	IPR002220#IPR013785	Cgl2646	CGL_RS13205	NCgl2557	Cgl2646	cg2931		nanA	Enzyme	4.1.3.3#4.3.3.7	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015276.1', 'Product': 'dihydrodipicolinate synthase family protein', 'Start': '2815458', 'End': '2816397', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601846.1', 'Product': 'putative dihydrodipicolinate synthase', 'Start': '2815458', 'End': '2816397', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00040.1', 'Product': 'Dihydrodipicolinate synthase/N-acetylneuraminate lyase', 'Start': '2815458', 'End': '2816397', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21308.1', 'Product': 'N-ACETYLNEURAMINATE LYASE (ALDOLASE)', 'Start': '2788766', 'End': '2789705', 'Strand': '+'}]"
CGKG_G02638	Q8NMD1		IPR000600	Cgl2647	CGL_RS13210	NCgl2558	Cgl2647	cg2932			Enzyme	2.7.1.2	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015277.1', 'Product': 'ROK family protein', 'Start': '2816409', 'End': '2817321', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601847.1', 'Product': 'transcriptional regulator', 'Start': '2816409', 'End': '2817321', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00041.1', 'Product': 'Transcriptional regulators', 'Start': '2816409', 'End': '2817321', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21309.1', 'Product': 'Transcriptional regulator ROK family, putative sugar kinase', 'Start': '2789717', 'End': '2790629', 'Strand': '+'}]"
CGKG_G02639	Q8NMD0	Cgl2648	IPR007260#IPR011060#IPR013785	Cgl2648	CGL_RS13215	NCgl2559	Cgl2648	cg2933		nanE	Enzyme	5.1.3.9	"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015278.1', 'Product': 'N-acetylmannosamine-6-phosphate 2-epimerase', 'Start': '2817363', 'End': '2818062', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601848.1', 'Product': 'putative N-acetylmannosamine-6-phosphate epimerase', 'Start': '2817363', 'End': '2818062', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00042.1', 'Product': 'Putative N-acetylmannosamine-6-phosphate epimerase', 'Start': '2817363', 'End': '2818062', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21310.1', 'Product': 'N-ACETYLMANNOSAMINE-6-PHOSPHATE 2-EPIMERASE / N-AC', 'Start': '2790671', 'End': '2791370', 'Strand': '+'}]"
CGKG_G02640	Q8NMC8		IPR011040	Cgl2650	CGL_RS13220	NCgl2560	Cgl2650	cg2935		nanP	Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015279.1', 'Product': 'sialidase family protein', 'Start': '2818347', 'End': '2819565', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601849.1', 'Product': 'hypothetical protein', 'Start': '2818347', 'End': '2819565', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00044.1', 'Product': 'Hypothetical protein', 'Start': '2818347', 'End': '2819565', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21311.1', 'Product': 'NEURAMINIDASE NANP', 'Start': '2791655', 'End': '2792873', 'Strand': '-'}]"
CGKG_G02641	Q8NMC7		IPR000524#IPR008920#IPR011711#IPR011991	Cgl2651	CGL_RS13225	NCgl2561	Cgl2651	cg2936			TF		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015280.1', 'Product': 'FadR/GntR family transcriptional regulator', 'Start': '2819554', 'End': '2820277', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601850.1', 'Product': 'transcriptional regulator', 'Start': '2819554', 'End': '2820277', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00045.1', 'Product': 'Transcriptional regulators', 'Start': '2819554', 'End': '2820286', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF21312.1', 'Product': 'Bacterial regulatory proteins, GntR family', 'Start': '2792862', 'End': '2793585', 'Strand': '-'}]"
CGKG_G02642	Q8NMC6		IPR000914#IPR006311#IPR019546	Cgl2652	CGL_RS13230	NCgl2562	Cgl2652	cg2937			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265985.1', 'Product': 'ABC transporter substrate-binding protein', 'Start': '2820584', 'End': '2822195', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601851.1', 'Product': 'ABC-type transporter, periplasmic component', 'Start': '2820575', 'End': '2822195', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00046.1', 'Product': 'ABC-type transporter, periplasmic component', 'Start': '2820584', 'End': '2822195', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20676.1', 'Product': 'ABC-type dipeptide/oligopeptide/nickel transport system, secreted component', 'Start': '2793892', 'End': '2795503', 'Strand': '+'}]"
CGKG_G02643	Q8NMC5		IPR000515	Cgl2653	CGL_RS13235	NCgl2563	Cgl2653	cg2938			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_003853884.1', 'Product': 'ABC transporter permease', 'Start': '2822375', 'End': '2823341', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601852.2', 'Product': 'ABC-type transporter, permease component', 'Start': '2822387', 'End': '2823341', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00047.1', 'Product': 'ABC-type transporter, permease components', 'Start': '2822387', 'End': '2823341', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20677.1', 'Product': 'ABC-type dipeptide/oligopeptide/nickel transport system, permease component', 'Start': '2795683', 'End': '2796649', 'Strand': '+'}]"
CGKG_G02644	Q8NMC4		IPR000515#IPR003439#IPR003593#IPR013563#IPR017871#IPR025966#IPR027417	Cgl2654	CGL_RS13240	NCgl2564	Cgl2654	cg2939			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011265986.1', 'Product': 'dipeptide/oligopeptide/nickel ABC transporter permease/ATP-binding protein', 'Start': '2823341', 'End': '2825345', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601853.2', 'Product': 'ABC-type transporter, ATPase component', 'Start': '2824274', 'End': '2825345', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00048.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '2824274', 'End': '2825345', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20678.1', 'Product': 'ABC-type dipeptide/oligopeptide/nickel transport system, fused permease and ATPase components', 'Start': '2796649', 'End': '2798653', 'Strand': '+'}]"
CGKG_G02645	Q8NMC3		IPR003439#IPR003593#IPR013563#IPR017871#IPR027417	Cgl2655	CGL_RS13245	NCgl2565	Cgl2655	cg2940			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015284.1', 'Product': 'ATP-binding cassette domain-containing protein', 'Start': '2825341', 'End': '2826160', 'Strand': '+'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601854.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '2825341', 'End': '2826160', 'Strand': '+'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00049.1', 'Product': 'ABC-type transporter, ATPase component', 'Start': '2825341', 'End': '2826160', 'Strand': '+'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20679.1', 'Product': 'ATPase components of ABC-type transport system, contain duplicated ATPase domains', 'Start': '2798649', 'End': '2799468', 'Strand': '+'}]"
CGKG_G02646	Q8NMC2		IPR001123	Cgl2656	CGL_RS13250	NCgl2566	Cgl2656	cg2941			Gene		"[{'Reference_Genome': 'NC_003450.3', 'Protein_ID': 'WP_011015285.1', 'Product': 'LysE family translocator', 'Start': '2826212', 'End': '2826836', 'Strand': '-'}, {'Reference_Genome': 'NC_003450.2', 'Protein_ID': 'NP_601855.1', 'Product': 'putative threonine efflux protein', 'Start': '2826212', 'End': '2826836', 'Strand': '-'}, {'Reference_Genome': 'BA000036.3', 'Protein_ID': 'BAC00050.1', 'Product': 'Putative threonine efflux protein', 'Start': '2826212', 'End': '2826836', 'Strand': '-'}, {'Reference_Genome': 'BX927147.1', 'Protein_ID': 'CAF20680.1', 'Product': 'LysE type translocator', 'Start': '2799520', 'End': '2800144', 'Strand': '-'}]"
